section,bin_center,histogram_density,x,total_density,component,mean,std,weight,threshold,value
HISTOGRAM_DATA,,,,,,,,,,
,-0.9895005887746811,0.0011540824019742487,,,,,,,,
,-0.9654879170656204,0.0015387765359656577,,,,,,,,
,-0.9414752453565598,0.0015387765359656648,,,,,,,,
,-0.9174625736474991,0.0034622472059227297,,,,,,,,
,-0.8934499019384383,0.009617353349785404,,,,,,,,
,-0.8694372302293778,0.01615715362763948,,,,,,,,
,-0.8454245585203171,0.020388789101544964,,,,,,,,
,-0.8214118868112563,0.04231635473905578,,,,,,,,
,-0.7973992151021958,0.05885820250068668,,,,,,,,
,-0.7733865433931351,0.10232863964171625,,,,,,,,
,-0.7493738716840743,0.17157358376017162,,,,,,,,
,-0.7253611999750138,0.30236958931725316,,,,,,,,
,-0.7013485282659531,0.44047478342016955,,,,,,,,
,-0.6773358565568923,0.5947371311507295,,,,,,,,
,-0.6533231848478318,0.683986170236738,,,,,,,,
,-0.6293105131387711,0.750922949551241,,,,,,,,
,-0.6052978414297103,0.7917005277543309,,,,,,,,
,-0.5812851697206496,0.8305546352874675,,,,,,,,
,-0.5572724980115891,0.8590220012028323,,,,,,,,
,-0.5332598263025283,0.8255536115455754,,,,,,,,
,-0.5092471545934676,0.7820831744045491,,,,,,,,
,-0.485234482884407,0.6936035235865233,,,,,,,,
,-0.46122181117534633,0.6305136856119282,,,,,,,,
,-0.43720913946628565,0.5816575305950212,,,,,,,,
,-0.413196467757225,0.534340152114077,,,,,,,,
,-0.38918379604816433,0.48509930296317355,,,,,,,,
,-0.36517112433910365,0.4577860194497853,,,,,,,,
,-0.341158452630043,0.45817071358377665,,,,,,,,
,-0.31714578092098233,0.41662374711270184,,,,,,,,
,-0.29313310921192165,0.39354209907321874,,,,,,,,
,-0.26912043750286097,0.38277066332145737,,,,,,,,
,-0.24510776579380028,0.35237982673613727,,,,,,,,
,-0.22109509408473965,0.3766155571775965,,,,,,,,
,-0.19708242237567897,0.32929817869665073,,,,,,,,
,-0.17306975066661828,0.3619971800859227,,,,,,,,
,-0.1490570789575576,0.3477634971282387,,,,,,,,
,-0.1250444072484969,0.3350685907065235,,,,,,,,
,-0.10103173553943628,0.3462247205922746,,,,,,,,
,-0.0770190638303756,0.28544304742162946,,,,,,,,
,-0.053006392121314916,0.3231430725527896,,,,,,,,
,-0.028993720412254287,0.3596890152819741,,,,,,,,
,-0.004981048703193602,0.3346838965725305,,,,,,,,
,0.019031623005867138,0.3089093895951058,,,,,,,,
,0.04304429471492777,0.28198080021570937,,,,,,,,
,0.0670569664239884,0.287751212225578,,,,,,,,
,0.09106963813304914,0.3166032722749341,,,,,,,,
,0.11508230984210976,0.32429715495476535,,,,,,,,
,0.1390949815511704,0.3254512373567366,,,,,,,,
,0.16310765326023113,0.3281440962946765,,,,,,,,
,0.18712032496929176,0.3142951074709885,,,,,,,,
,0.2111329966783524,0.3208349077488396,,,,,,,,
,0.23514566838741313,0.32352776668677957,,,,,,,,
,0.25915834009647376,0.3396849203144221,,,,,,,,
,0.2831710118055344,0.3443012499223159,,,,,,,,
,0.30718368351459513,0.35891962701398966,,,,,,,,
,0.33119635522365576,0.38854107533133214,,,,,,,,
,0.3552090269327164,0.39931251108308813,,,,,,,,
,0.3792216986417771,0.40585231136094224,,,,,,,,
,0.40323437035083787,0.44701458369802355,,,,,,,,
,0.4272470420598985,0.4774054202833497,,,,,,,,
,0.4512597137689591,0.5020258448587959,,,,,,,,
,0.47527238547801987,0.5389564817219715,,,,,,,,
,0.4992850571870805,0.6139718378503031,,,,,,,,
,0.5232977288961411,0.6170493909222288,,,,,,,,
,0.5473104006052019,0.667444322475104,,,,,,,,
,0.5713230723142625,0.7112994537501318,,,,,,,,
,0.5953357440233231,0.7670801031788804,,,,,,,,
,0.6193484157323839,0.8143974816598244,,,,,,,,
,0.6433610874414445,0.8794107903043815,,,,,,,,
,0.6673737591505051,0.8917210025920986,,,,,,,,
,0.6913864308595659,0.9617353349785361,,,,,,,,
,0.7153991025686266,0.9982812777077205,,,,,,,,
,0.7394117742776872,1.03636599697288,,,,,,,,
,0.7634244459867479,1.056370091940424,,,,,,,,
,0.7874371176958086,1.0732966338360463,,,,,,,,
,0.8114497894048692,0.9875098419559699,,,,,,,,
,0.8354624611139299,1.0040516897175917,,,,,,,,
,0.8594751328229906,0.9259587805173345,,,,,,,,
,0.8834878045320512,0.8482505654510766,,,,,,,,
,0.9075004762411119,0.7439984551393954,,,,,,,,
,0.9315131479501726,0.6208963322621428,,,,,,,,
,0.9555258196592332,0.5085656451366546,,,,,,,,
,0.9795384913682939,0.375076780641629,,,,,,,,
,1.0035511630773546,0.2962144831733891,,,,,,,,
,1.0275638347864153,0.23427872760077137,,,,,,,,
,1.051576506495476,0.18234501951193044,,,,,,,,
,1.0755891782045366,0.1411827471748517,,,,,,,,
,1.099601849913597,0.08117046227218844,,,,,,,,
,1.1236145216226578,0.06809086171648035,,,,,,,,
,1.1476271933317186,0.04616329607896973,,,,,,,,
,1.1716398650407793,0.02808267178137325,,,,,,,,
,1.19565253674984,0.020388789101544964,,,,,,,,
,1.2196652084589006,0.013848988823691176,,,,,,,,
,1.243677880167961,0.00961735334978536,,,,,,,,
,1.2676905518770218,0.004616329607896973,,,,,,,,
,1.2917032235860826,0.0034622472059227297,,,,,,,,
,1.3157158952951433,0.0003846941339914144,,,,,,,,
,1.339728567004204,0.0,,,,,,,,
,1.3637412387132648,0.0007693882679828288,,,,,,,,
,1.3877539104223255,0.000769388267982836,,,,,,,,
GMM_DENSITY,,,,,,,,,,
,,,-1.0015069246292114,0.004637276772415708,,,,,,
,,,-0.9894402554286784,0.005916460503722579,,,,,,
,,,-0.9773735862281454,0.0075041093765098365,,,,,,
,,,-0.9653069170276124,0.009461816907476266,,,,,,
,,,-0.9532402478270794,0.011860093308518548,,,,,,
,,,-0.9411735786265464,0.01477882320057729,,,,,,
,,,-0.9291069094260134,0.018307531978597795,,,,,,
,,,-0.9170402402254805,0.022545402063057895,,,,,,
,,,-0.9049735710249475,0.02760097715701727,,,,,,
,,,-0.8929069018244145,0.03359149199012843,,,,,,
,,,-0.8808402326238814,0.040641767508229634,,,,,,
,,,-0.8687735634233484,0.0488826176428543,,,,,,
,,,-0.8567068942228154,0.05844872414737924,,,,,,
,,,-0.8446402250222824,0.0694759508300138,,,,,,
,,,-0.8325735558217494,0.08209808794087617,,,,,,
,,,-0.8205068866212164,0.09644304129785075,,,,,,
,,,-0.8084402174206834,0.11262850846140916,,,,,,
,,,-0.7963735482201504,0.1307572150426329,,,,,,
,,,-0.7843068790196175,0.15091181684798108,,,,,,
,,,-0.7722402098190844,0.17314960649081468,,,,,,
,,,-0.7601735406185515,0.1974971945083143,,,,,,
,,,-0.7481068714180183,0.22394536287945932,,,,,,
,,,-0.7360402022174855,0.25244431100925735,,,,,,
,,,-0.7239735330169524,0.28289952862032214,,,,,,
,,,-0.7119068638164194,0.3151685346479823,,,,,,
,,,-0.6998401946158864,0.34905871457947113,,,,,,
,,,-0.6877735254153534,0.38432646961330214,,,,,,
,,,-0.6757068562148204,0.4206778590744052,,,,,,
,,,-0.6636401870142874,0.457770872976907,,,,,,
,,,-0.6515735178137545,0.4952194155603456,,,,,,
,,,-0.6395068486132214,0.532599014941172,,,,,,
,,,-0.6274401794126885,0.5694542014045204,,,,,,
,,,-0.6153735102121554,0.6053074206720214,,,,,,
,,,-0.6033068410116225,0.6396692725918816,,,,,,
,,,-0.5912401718110893,0.6720497942755446,,,,,,
,,,-0.5791735026105564,0.7019704439596111,,,,,,
,,,-0.5671068334100234,0.7289763917756873,,,,,,
,,,-0.5550401642094904,0.7526486896230868,,,,,,
,,,-0.5429734950089574,0.7726158771457686,,,,,,
,,,-0.5309068258084244,0.7885645861104659,,,,,,
,,,-0.5188401566078914,0.8002487318145537,,,,,,
,,,-0.5067734874073584,0.8074969268362484,,,,,,
,,,-0.4947068182068254,0.8102178175646317,,,,,,
,,,-0.4826401490062924,0.808403124462835,,,,,,
,,,-0.47057347980575936,0.8021282589089327,,,,,,
,,,-0.45850681060522647,0.7915504879885691,,,,,,
,,,-0.44644014140469346,0.7769047186207669,,,,,,
,,,-0.43437347220416045,0.7584970686303486,,,,,,
,,,-0.42230680300362744,0.7366964798276652,,,,,,
,,,-0.41024013380309443,0.7119247023724343,,,,,,
,,,-0.3981734646025614,0.6846450370759268,,,,,,
,,,-0.3861067954020284,0.655350260279605,,,,,,
,,,-0.3740401262014954,0.6245501731721901,,,,,,
,,,-0.3619734570009624,0.5927592137433643,,,,,,
,,,-0.3499067878004294,0.5604845460952453,,,,,,
,,,-0.3378401185998964,0.5282150007008626,,,,,,
,,,-0.32577344939936337,0.49641118346788954,,,,,,
,,,-0.31370678019883036,0.46549700485015333,,,,,,
,,,-0.30164011099829746,0.43585280685139316,,,,,,
,,,-0.28957344179776445,0.4078101897958868,,,,,,
,,,-0.27750677259723144,0.38164856624849636,,,,,,
,,,-0.26544010339669843,0.35759340010245605,,,,,,
,,,-0.2533734341961654,0.33581602767412133,,,,,,
,,,-0.24130676499563242,0.31643490697681675,,,,,,
,,,-0.2292400957950994,0.2995181027109941,,,,,,
,,,-0.2171734265945664,0.28508678860297904,,,,,,
,,,-0.2051067573940334,0.27311953546606216,,,,,,
,,,-0.19304008819350038,0.26355715196900253,,,,,,
,,,-0.18097341899296737,0.2563078542334341,,,,,,
,,,-0.16890674979243436,0.25125255827833287,,,,,,
,,,-0.15684008059190135,0.24825011395974234,,,,,,
,,,-0.14477341139136846,0.2471423282842063,,,,,,
,,,-0.13270674219083545,0.24775865770792338,,,,,,
,,,-0.12064007299030244,0.2499204813309747,,,,,,
,,,-0.10857340378976943,0.2534448980689367,,,,,,
,,,-0.09650673458923642,0.2581480195601615,,,,,,
,,,-0.08444006538870341,0.26384775572311386,,,,,,
,,,-0.0723733961881704,0.27036611084759066,,,,,,
,,,-0.060306726987637393,0.27753102455803796,,,,,,
,,,-0.048240057787104385,0.28517780389998953,,,,,,
,,,-0.036173388586571376,0.29315020039735024,,,,,,
,,,-0.024106719386038367,0.3013011896287032,,,,,,
,,,-0.012040050185505358,0.3094935112293638,,,,,,
,,,2.661901502754027e-05,0.31760002487338423,,,,,,
,,,0.01209328821556066,0.32550393338111067,,,,,,
,,,0.024159957416093558,0.3330989182679755,,,,,,
,,,0.03622662661662668,0.3402892263786553,,,,,,
,,,0.048293295817159576,0.34698973923709536,,,,,,
,,,0.060359965017692696,0.3531260497914116,,,,,,
,,,0.0724266342182256,0.35863456464552257,,,,,,
,,,0.08449330341875849,0.3634626438478359,,,,,,
,,,0.09655997261929161,0.3675687849586261,,,,,,
,,,0.10862664181982451,0.370922853466782,,,,,,
,,,0.12069331102035763,0.37350635763041234,,,,,,
,,,0.13275998022089053,0.37531276238020506,,,,,,
,,,0.14482664942142365,0.376347833921354,,,,,,
,,,0.15689331862195655,0.3766300039544799,,,,,,
,,,0.16895998782248967,0.37619073986341206,,,,,,
,,,0.18102665702302256,0.37507490465829757,,,,,,
,,,0.19309332622355568,0.3733410878156134,,,,,,
,,,0.20515999542408858,0.37106188536247886,,,,,,
,,,0.2172266646246217,0.3683241046017892,,,,,,
,,,0.2292933338251546,0.36522886581514774,,,,,,
,,,0.2413600030256875,0.36189157022177704,,,,,,
,,,0.2534266722262206,0.3584417005850647,,,,,,
,,,0.2654933414267535,0.3550224183746175,,,,,,
,,,0.27756001062728664,0.3517899195928988,,,,,,
,,,0.28962667982781953,0.34891251058413947,,,,,,
,,,0.30169334902835265,0.3465693657058334,,,,,,
,,,0.31376001822888555,0.344948931010263,,,,,,
,,,0.32582668742941867,0.3442469423854615,,,,,,
,,,0.33789335662995157,0.34466403322486683,,,,,,
,,,0.3499600258304847,0.3464029158396064,,,,,,
,,,0.3620266950310176,0.34966513259860926,,,,,,
,,,0.3740933642315507,0.3546473871487132,,,,,,
,,,0.3861600334320836,0.36153748284258214,,,,,,
,,,0.3982267026326165,0.3705099143258567,,,,,,
,,,0.4102933718331496,0.38172117856306353,,,,,,
,,,0.4223600410336825,0.39530489268945085,,,,,,
,,,0.43442671023421564,0.4113668270699588,,,,,,
,,,0.44649337943474854,0.42997998179195446,,,,,,
,,,0.45856004863528166,0.4511798523779622,,,,,,
,,,0.47062671783581456,0.47496004459093116,,,,,,
,,,0.4826933870363477,0.5012684076429601,,,,,,
,,,0.4947600562368806,0.5300038588176432,,,,,,
,,,0.5068267254374137,0.5610140695438323,,,,,,
,,,0.5188933946379466,0.5940941726152347,,,,,,
,,,0.5309600638384797,0.6289866321391013,,,,,,
,,,0.5430267330390126,0.6653823918819703,,,,,,
,,,0.5550934022395455,0.7029233843278304,,,,,,
,,,0.5671600714400786,0.7412064427652089,,,,,,
,,,0.5792267406406115,0.7797886132876133,,,,,,
,,,0.5912934098411446,0.8181938143319384,,,,,,
,,,0.6033600790416775,0.8559207402340224,,,,,,
,,,0.6154267482422107,0.8924518544464544,,,,,,
,,,0.6274934174427436,0.9272632698887634,,,,,,
,,,0.6395600866432767,0.9598352707622767,,,,,,
,,,0.6516267558438096,0.9896631943377453,,,,,,
,,,0.6636934250443427,1.0162683647555792,,,,,,
,,,0.6757600942448756,1.0392087554465295,,,,,,
,,,0.6878267634454087,1.058089053592096,,,,,,
,,,0.6998934326459416,1.0725698097435286,,,,,,
,,,0.7119601018464745,1.0823753783302916,,,,,,
,,,0.7240267710470076,1.087300389693086,,,,,,
,,,0.7360934402475405,1.0872145402231932,,,,,,
,,,0.7481601094480737,1.082065542351763,,,,,,
,,,0.7602267786486065,1.0718801381934007,,,,,,
,,,0.7722934478491397,1.0567631469212662,,,,,,
,,,0.7843601170496726,1.0368945835210939,,,,,,
,,,0.7964267862502057,1.0125249524529365,,,,,,
,,,0.8084934554507386,0.9839688810462943,,,,,,
,,,0.8205601246512717,0.9515973115166287,,,,,,
,,,0.8326267938518046,0.9158285150554217,,,,,,
,,,0.8446934630523377,0.8771182247500264,,,,,,
,,,0.8567601322528706,0.8359492049581482,,,,,,
,,,0.8688268014534035,0.7928205826541685,,,,,,
,,,0.8808934706539366,0.7482372612850238,,,,,,
,,,0.8929601398544695,0.7026997205435507,,,,,,
,,,0.9050268090550027,0.6566944774638626,,,,,,
,,,0.9170934782555356,0.6106854471065575,,,,,,
,,,0.9291601474560687,0.5651063969202358,,,,,,
,,,0.9412268166566016,0.520354639949882,,,,,,
,,,0.9532934858571347,0.4767860608079853,,,,,,
,,,0.9653601550576676,0.4347115170829841,,,,,,
,,,0.9774268242582007,0.394394609818932,,,,,,
,,,0.9894934934587336,0.35605077178154537,,,,,,
,,,1.0015601626592665,0.31984758300368876,,,,,,
,,,1.0136268318597996,0.28590619075331897,,,,,,
,,,1.0256935010603327,0.25430368633763073,,,,,,
,,,1.0377601702608654,0.225076274370749,,,,,,
,,,1.0498268394613985,0.19822306120792643,,,,,,
,,,1.0618935086619317,0.17371028774702518,,,,,,
,,,1.0739601778624648,0.1514758369788786,,,,,,
,,,1.0860268470629975,0.13143385756374834,,,,,,
,,,1.0980935162635306,0.11347936019897438,,,,,,
,,,1.1101601854640637,0.097492662421761,,,,,,
,,,1.1222268546645968,0.083343578550908,,,,,,
,,,1.1342935238651295,0.0708952735564184,,,,,,
,,,1.1463601930656626,0.06000772170559499,,,,,,
,,,1.1584268622661957,0.05054073196221014,,,,,,
,,,1.1704935314667284,0.042356521575057475,,,,,,
,,,1.1825602006672615,0.035321836529856446,,,,,,
,,,1.1946268698677946,0.02930963218373584,,,,,,
,,,1.2066935390683278,0.02420033925847309,,,,,,
,,,1.2187602082688604,0.019882749398469544,,,,,,
,,,1.2308268774693936,0.016254560797231973,,,,,,
,,,1.2428935466699267,0.013222628164493757,,,,,,
,,,1.2549602158704598,0.010702962826943318,,,,,,
,,,1.2670268850709925,0.008620528362640646,,,,,,
,,,1.2790935542715256,0.006908875222648783,,,,,,
,,,1.2911602234720587,0.005509654657167124,,,,,,
,,,1.3032268926725918,0.004372048286811717,,,,,,
,,,1.3152935618731245,0.00345214516297351,,,,,,
,,,1.3273602310736576,0.0027122934256467728,,,,,,
,,,1.3394269002741908,0.0021204489289423476,,,,,,
,,,1.3514935694747234,0.0016495386523079222,,,,,,
,,,1.3635602386752566,0.0012768524909090825,,,,,,
,,,1.3756269078757897,0.000983473219232344,,,,,,
,,,1.3876935770763228,0.0007537511058555232,,,,,,
,,,1.3997602462768557,0.0005748268488398552,,,,,,
GMM_COMPONENTS,,,,,,,,,,
,,,,,NMD-evading,-0.4974449424341441,0.15705864690313365,0.31445921296295504,,
,,,,,Intermediate,0.14531664450115644,0.24285173273307456,0.2272929761456691,,
,,,,,NMD-triggering,0.7354699718093426,0.17119819142393553,0.45824781089137584,,
THRESHOLDS,,,,,,,,,,
,,,,,,,,,evading/intermediate,-0.20122616899421958
,,,,,,,,,intermediate/triggering,0.4204761356543743
